ID,control,tool,n_burst,burstStart,burstDur,pauseDur,cycleDur,burstPct,pausePct,totalActions,totalChars,finalChars,totalDeletions,innerDeletions,posStart,posEnd,docLen,categ,charBurst,ratio
P+S7,+,TW,81,25864.241,7.83,2.69,10.52,0.74,0.26,20,17,15,3,2,2062,2061,2073,P,⌫,2.91
P+S7,+,TW,81,25864.241,7.83,2.69,10.52,0.74,0.26,20,17,15,3,2,2061,2060,2073,P,⌫,2.91
P+S7,+,TW,81,25864.241,7.83,2.69,10.52,0.74,0.26,20,17,15,3,2,2060,2073,2073,P,Ne␣soyons␣pas,2.91
P+S7,+,TW,82,25874.761,0.21,2.11,2.32,0.09,0.91,1,1,1,0,0,2073,2074,2074,P,␣,0.1
P+S7,+,TW,83,25877.081,3.47,5.98,9.45,0.37,0.63,12,11,10,1,1,2074,2078,2084,P,bord,0.58
P+S7,+,TW,83,25877.081,3.47,5.98,9.45,0.37,0.63,12,11,10,1,1,2078,2077,2084,P,⌫,0.58
P+S7,+,TW,83,25877.081,3.47,5.98,9.45,0.37,0.63,12,11,10,1,1,2077,2084,2084,P,né␣sur␣,0.58
P+S7,+,TW,84,25886.529,12.33,6.98,19.31,0.64,0.36,49,43,37,6,6,2084,2085,2121,P,o,1.77
P+S7,+,TW,84,25886.529,12.33,6.98,19.31,0.64,0.36,49,43,37,6,6,2085,2084,2121,P,⌫,1.77
P+S7,+,TW,84,25886.529,12.33,6.98,19.31,0.64,0.36,49,43,37,6,6,2084,2087,2121,P,un␣,1.77
P+S7,+,TW,84,25886.529,12.33,6.98,19.31,0.64,0.36,49,43,37,6,6,2087,2086,2121,P,⌫,1.77
P+S7,+,TW,84,25886.529,12.33,6.98,19.31,0.64,0.36,49,43,37,6,6,2086,2090,2121,P,e␣if,1.77
P+S7,+,TW,84,25886.529,12.33,6.98,19.31,0.64,0.36,49,43,37,6,6,2090,2089,2121,P,⌫,1.77
P+S7,+,TW,84,25886.529,12.33,6.98,19.31,0.64,0.36,49,43,37,6,6,2089,2094,2121,P,dér␣e,1.77
P+S7,+,TW,84,25886.529,12.33,6.98,19.31,0.64,0.36,49,43,37,6,6,2094,2093,2121,P,⌫,1.77
P+S7,+,TW,84,25886.529,12.33,6.98,19.31,0.64,0.36,49,43,37,6,6,2093,2092,2121,P,⌫,1.77
P+S7,+,TW,84,25886.529,12.33,6.98,19.31,0.64,0.36,49,43,37,6,6,2092,2091,2121,P,⌫,1.77
P+S7,+,TW,84,25886.529,12.33,6.98,19.31,0.64,0.36,49,43,37,6,6,2091,2121,2121,P,e␣et␣ouvrons␣le␣dialogue␣afin␣,1.77
P+S7,+,TW,85,25905.841,0.73,2.16,2.89,0.25,0.75,6,6,6,0,0,2121,2127,2127,P,que␣le,0.34
P+S7,+,TW,86,25908.729,17.26,3.29,20.55,0.84,0.16,74,61,50,13,11,2127,2126,2175,ER,⌫,5.25
P+S7,+,TW,86,25908.729,17.26,3.29,20.55,0.84,0.16,74,61,50,13,11,2126,2125,2175,P,⌫,5.25
P+S7,+,TW,86,25908.729,17.26,3.29,20.55,0.84,0.16,74,61,50,13,11,2125,2128,2175,ER,mla,5.25
P+S7,+,TW,86,25908.729,17.26,3.29,20.55,0.84,0.16,74,61,50,13,11,2128,2127,2175,P,⌫,5.25
P+S7,+,TW,86,25908.729,17.26,3.29,20.55,0.84,0.16,74,61,50,13,11,2127,2126,2175,ER,⌫,5.25
P+S7,+,TW,86,25908.729,17.26,3.29,20.55,0.84,0.16,74,61,50,13,11,2126,2125,2175,P,⌫,5.25
P+S7,+,TW,86,25908.729,17.26,3.29,20.55,0.84,0.16,74,61,50,13,11,2125,2129,2175,ER,ma␣ù,5.25
P+S7,+,TW,86,25908.729,17.26,3.29,20.55,0.84,0.16,74,61,50,13,11,2129,2128,2175,P,⌫,5.25
P+S7,+,TW,86,25908.729,17.26,3.29,20.55,0.84,0.16,74,61,50,13,11,2128,2127,2175,P,⌫,5.25
P+S7,+,TW,86,25908.729,17.26,3.29,20.55,0.84,0.16,74,61,50,13,11,2127,2126,2175,ER,⌫,5.25
P+S7,+,TW,86,25908.729,17.26,3.29,20.55,0.84,0.16,74,61,50,13,11,2126,2125,2175,P,⌫,5.25
P+S7,+,TW,86,25908.729,17.26,3.29,20.55,0.84,0.16,74,61,50,13,11,2125,2127,2175,ER,ml,5.25
P+S7,+,TW,86,25908.729,17.26,3.29,20.55,0.84,0.16,74,61,50,13,11,2127,2126,2175,ER,⌫,5.25
P+S7,+,TW,86,25908.729,17.26,3.29,20.55,0.84,0.16,74,61,50,13,11,2126,2125,2175,P,⌫,5.25
P+S7,+,TW,86,25908.729,17.26,3.29,20.55,0.84,0.16,74,61,50,13,11,2125,2135,2175,ER,"la␣mise␣e,",5.25
P+S7,+,TW,86,25908.729,17.26,3.29,20.55,0.84,0.16,74,61,50,13,11,2135,2134,2175,P,⌫,5.25
P+S7,+,TW,86,25908.729,17.26,3.29,20.55,0.84,0.16,74,61,50,13,11,2134,2148,2175,P,n␣place␣de␣ce␣,5.25
P+S7,+,TW,86,25908.729,17.26,3.29,20.55,0.84,0.16,74,61,50,13,11,2148,2147,2175,P,⌫,5.25
P+S7,+,TW,86,25908.729,17.26,3.29,20.55,0.84,0.16,74,61,50,13,11,2147,2175,2175,P,tte␣nouvelles␣réglementation,5.25
P+S7,+,TW,87,25929.28,0.12,1.72,1.84,0.07,0.93,1,1,1,0,0,2175,2176,2176,P,␣,0.07
P+S7,+,TW,88,25931.12,1.47,5.17,6.64,0.22,0.78,6,6,6,0,0,2176,2182,2182,P,à␣Biar,0.28
P+S7,+,TW,89,25937.76,0.12,14.9,15.02,0.01,0.99,1,1,1,0,0,2182,2183,2183,P,s,0.01
P+S7,+,TW,90,25952.776,1.48,2.63,4.11,0.36,0.64,6,6,6,0,0,2183,2189,2189,P,␣soit␣,0.56
P+S7,+,TW,91,25956.888,1.19,2.28,3.47,0.34,0.66,2,1,1,1,0,2189,2188,2189,ER,⌫,0.52
P+S7,+,TW,91,25956.888,1.19,2.28,3.47,0.34,0.66,2,1,1,1,0,2188,2189,2189,ER,␣,0.52
P+S7,+,TW,92,25960.36,12.64,3.38,16.02,0.79,0.21,52,45,42,7,3,2189,2188,2227,R,⌫,3.74
P+S7,+,TW,92,25960.36,12.64,3.38,16.02,0.79,0.21,52,45,42,7,3,2188,2187,2227,ER,⌫,3.74
P+S7,+,TW,92,25960.36,12.64,3.38,16.02,0.79,0.21,52,45,42,7,3,2187,2186,2227,P,⌫,3.74
P+S7,+,TW,92,25960.36,12.64,3.38,16.02,0.79,0.21,52,45,42,7,3,2186,2185,2227,P,⌫,3.74
P+S7,+,TW,92,25960.36,12.64,3.38,16.02,0.79,0.21,52,45,42,7,3,2185,2204,2227,R,e␣passe␣dans␣des␣ic,3.74
P+S7,+,TW,92,25960.36,12.64,3.38,16.02,0.79,0.21,52,45,42,7,3,2204,2203,2227,P,⌫,3.74
P+S7,+,TW,92,25960.36,12.64,3.38,16.02,0.79,0.21,52,45,42,7,3,2203,2202,2227,P,⌫,3.74
P+S7,+,TW,92,25960.36,12.64,3.38,16.02,0.79,0.21,52,45,42,7,3,2202,2209,2227,P,condito,3.74
P+S7,+,TW,92,25960.36,12.64,3.38,16.02,0.79,0.21,52,45,42,7,3,2209,2208,2227,P,⌫,3.74
P+S7,+,TW,92,25960.36,12.64,3.38,16.02,0.79,0.21,52,45,42,7,3,2208,2227,2227,P,ions␣idéal␣et␣sans␣,3.74
P+S7,+,TW,93,25976.384,9.37,77.93,87.3,0.11,0.89,41,17,3,24,14,2227,2226,2220,ER,⌫,0.12
P+S7,+,TW,93,25976.384,9.37,77.93,87.3,0.11,0.89,41,17,3,24,14,2226,2225,2220,P,⌫,0.12
P+S7,+,TW,93,25976.384,9.37,77.93,87.3,0.11,0.89,41,17,3,24,14,2225,2224,2220,P,⌫,0.12
P+S7,+,TW,93,25976.384,9.37,77.93,87.3,0.11,0.89,41,17,3,24,14,2224,2223,2220,P,⌫,0.12
P+S7,+,TW,93,25976.384,9.37,77.93,87.3,0.11,0.89,41,17,3,24,14,2223,2222,2220,P,⌫,0.12
P+S7,+,TW,93,25976.384,9.37,77.93,87.3,0.11,0.89,41,17,3,24,14,2222,2221,2220,P,⌫,0.12
P+S7,+,TW,93,25976.384,9.37,77.93,87.3,0.11,0.89,41,17,3,24,14,2221,2220,2220,P,⌫,0.12
P+S7,+,TW,93,25976.384,9.37,77.93,87.3,0.11,0.89,41,17,3,24,14,2220,2219,2220,P,⌫,0.12
P+S7,+,TW,93,25976.384,9.37,77.93,87.3,0.11,0.89,41,17,3,24,14,2219,2218,2220,P,⌫,0.12
P+S7,+,TW,93,25976.384,9.37,77.93,87.3,0.11,0.89,41,17,3,24,14,2218,2232,2220,ER,",␣si␣elle␣doit",0.12
P+S7,+,TW,93,25976.384,9.37,77.93,87.3,0.11,0.89,41,17,3,24,14,2232,2231,2220,P,⌫,0.12
P+S7,+,TW,93,25976.384,9.37,77.93,87.3,0.11,0.89,41,17,3,24,14,2231,2230,2220,P,⌫,0.12
P+S7,+,TW,93,25976.384,9.37,77.93,87.3,0.11,0.89,41,17,3,24,14,2230,2229,2220,P,⌫,0.12
P+S7,+,TW,93,25976.384,9.37,77.93,87.3,0.11,0.89,41,17,3,24,14,2229,2228,2220,P,⌫,0.12
P+S7,+,TW,93,25976.384,9.37,77.93,87.3,0.11,0.89,41,17,3,24,14,2228,2227,2220,P,⌫,0.12
P+S7,+,TW,93,25976.384,9.37,77.93,87.3,0.11,0.89,41,17,3,24,14,2227,2226,2220,ER,⌫,0.12
P+S7,+,TW,93,25976.384,9.37,77.93,87.3,0.11,0.89,41,17,3,24,14,2226,2225,2220,P,⌫,0.12
P+S7,+,TW,93,25976.384,9.37,77.93,87.3,0.11,0.89,41,17,3,24,14,2225,2224,2220,P,⌫,0.12
P+S7,+,TW,93,25976.384,9.37,77.93,87.3,0.11,0.89,41,17,3,24,14,2224,2223,2220,P,⌫,0.12
P+S7,+,TW,93,25976.384,9.37,77.93,87.3,0.11,0.89,41,17,3,24,14,2223,2222,2220,P,⌫,0.12
P+S7,+,TW,93,25976.384,9.37,77.93,87.3,0.11,0.89,41,17,3,24,14,2222,2221,2220,P,⌫,0.12
P+S7,+,TW,93,25976.384,9.37,77.93,87.3,0.11,0.89,41,17,3,24,14,2221,2220,2220,P,⌫,0.12
P+S7,+,TW,93,25976.384,9.37,77.93,87.3,0.11,0.89,41,17,3,24,14,2220,2219,2220,P,⌫,0.12
P+S7,+,TW,93,25976.384,9.37,77.93,87.3,0.11,0.89,41,17,3,24,14,2219,2218,2220,P,⌫,0.12
P+S7,+,TW,93,25976.384,9.37,77.93,87.3,0.11,0.89,41,17,3,24,14,2218,2217,2220,P,⌫,0.12
P+S7,+,TW,93,25976.384,9.37,77.93,87.3,0.11,0.89,41,17,3,24,14,2217,2220,2220,ER,l.␣,0.12
P+S7,+,TW,95,26066.566,56.43,2.11,58.54,0.96,0.04,231,202,173,29,29,1822,1825,2393,R,oN␣,26.74
P+S7,+,TW,95,26066.566,56.43,2.11,58.54,0.96,0.04,231,202,173,29,29,1825,1824,2393,R,⌫,26.74
P+S7,+,TW,95,26066.566,56.43,2.11,58.54,0.96,0.04,231,202,173,29,29,1824,1823,2393,R,⌫,26.74
P+S7,+,TW,95,26066.566,56.43,2.11,58.54,0.96,0.04,231,202,173,29,29,1823,1822,2393,R,⌫,26.74
P+S7,+,TW,95,26066.566,56.43,2.11,58.54,0.96,0.04,231,202,173,29,29,1822,1824,2393,R,on,26.74
P+S7,+,TW,95,26066.566,56.43,2.11,58.54,0.96,0.04,231,202,173,29,29,1824,1823,2393,R,⌫,26.74
P+S7,+,TW,95,26066.566,56.43,2.11,58.54,0.96,0.04,231,202,173,29,29,1823,1822,2393,R,⌫,26.74
P+S7,+,TW,95,26066.566,56.43,2.11,58.54,0.96,0.04,231,202,173,29,29,1822,1838,2393,R,On␣peut␣égalemet,26.74
P+S7,+,TW,95,26066.566,56.43,2.11,58.54,0.96,0.04,231,202,173,29,29,1838,1837,2393,P,⌫,26.74
P+S7,+,TW,95,26066.566,56.43,2.11,58.54,0.96,0.04,231,202,173,29,29,1837,1869,2393,R,nt␣se␣poser␣la␣question␣de␣sacoi,26.74
P+S7,+,TW,95,26066.566,56.43,2.11,58.54,0.96,0.04,231,202,173,29,29,1869,1868,2393,R,⌫,26.74
P+S7,+,TW,95,26066.566,56.43,2.11,58.54,0.96,0.04,231,202,173,29,29,1868,1867,2393,P,⌫,26.74
P+S7,+,TW,95,26066.566,56.43,2.11,58.54,0.96,0.04,231,202,173,29,29,1867,1866,2393,P,⌫,26.74
P+S7,+,TW,95,26066.566,56.43,2.11,58.54,0.96,0.04,231,202,173,29,29,1866,1865,2393,P,⌫,26.74
P+S7,+,TW,95,26066.566,56.43,2.11,58.54,0.96,0.04,231,202,173,29,29,1865,1864,2393,P,⌫,26.74
P+S7,+,TW,95,26066.566,56.43,2.11,58.54,0.96,0.04,231,202,173,29,29,1864,1863,2393,P,⌫,26.74
P+S7,+,TW,95,26066.566,56.43,2.11,58.54,0.96,0.04,231,202,173,29,29,1863,1862,2393,P,⌫,26.74
P+S7,+,TW,95,26066.566,56.43,2.11,58.54,0.96,0.04,231,202,173,29,29,1862,1884,2393,R,e␣savoir␣si␣en␣reduian,26.74
P+S7,+,TW,95,26066.566,56.43,2.11,58.54,0.96,0.04,231,202,173,29,29,1884,1883,2393,P,⌫,26.74
P+S7,+,TW,95,26066.566,56.43,2.11,58.54,0.96,0.04,231,202,173,29,29,1883,1886,2393,R,san,26.74
P+S7,+,TW,95,26066.566,56.43,2.11,58.54,0.96,0.04,231,202,173,29,29,1886,1885,2393,P,⌫,26.74
P+S7,+,TW,95,26066.566,56.43,2.11,58.54,0.96,0.04,231,202,173,29,29,1885,1884,2393,P,⌫,26.74
P+S7,+,TW,95,26066.566,56.43,2.11,58.54,0.96,0.04,231,202,173,29,29,1884,1883,2393,P,⌫,26.74
P+S7,+,TW,95,26066.566,56.43,2.11,58.54,0.96,0.04,231,202,173,29,29,1883,1882,2393,P,⌫,26.74
P+S7,+,TW,95,26066.566,56.43,2.11,58.54,0.96,0.04,231,202,173,29,29,1882,1884,2393,R,sn,26.74
P+S7,+,TW,95,26066.566,56.43,2.11,58.54,0.96,0.04,231,202,173,29,29,1884,1883,2393,P,⌫,26.74
P+S7,+,TW,95,26066.566,56.43,2.11,58.54,0.96,0.04,231,202,173,29,29,1883,1889,2393,R,ant␣ma,26.74
P+S7,+,TW,95,26066.566,56.43,2.11,58.54,0.96,0.04,231,202,173,29,29,1889,1888,2393,P,⌫,26.74
P+S7,+,TW,95,26066.566,56.43,2.11,58.54,0.96,0.04,231,202,173,29,29,1888,1887,2393,P,⌫,26.74
P+S7,+,TW,95,26066.566,56.43,2.11,58.54,0.96,0.04,231,202,173,29,29,1887,1897,2393,R,la␣poussé␣,26.74
P+S7,+,TW,95,26066.566,56.43,2.11,58.54,0.96,0.04,231,202,173,29,29,1897,1896,2393,P,⌫,26.74
P+S7,+,TW,95,26066.566,56.43,2.11,58.54,0.96,0.04,231,202,173,29,29,1896,1919,2393,R,e␣de␣gaz␣sur␣les␣zonnes,26.74
P+S7,+,TW,95,26066.566,56.43,2.11,58.54,0.96,0.04,231,202,173,29,29,1919,1918,2393,P,⌫,26.74
P+S7,+,TW,95,26066.566,56.43,2.11,58.54,0.96,0.04,231,202,173,29,29,1918,1917,2393,P,⌫,26.74
P+S7,+,TW,95,26066.566,56.43,2.11,58.54,0.96,0.04,231,202,173,29,29,1917,1916,2393,P,⌫,26.74
P+S7,+,TW,95,26066.566,56.43,2.11,58.54,0.96,0.04,231,202,173,29,29,1916,1922,2393,R,es␣pei,26.74
P+S7,+,TW,95,26066.566,56.43,2.11,58.54,0.96,0.04,231,202,173,29,29,1922,1921,2393,P,⌫,26.74
P+S7,+,TW,95,26066.566,56.43,2.11,58.54,0.96,0.04,231,202,173,29,29,1921,1952,2393,R,uplé␣il␣ne␣va␣pas␣falloir␣augee,26.74
P+S7,+,TW,95,26066.566,56.43,2.11,58.54,0.96,0.04,231,202,173,29,29,1952,1951,2393,P,⌫,26.74
P+S7,+,TW,95,26066.566,56.43,2.11,58.54,0.96,0.04,231,202,173,29,29,1951,1950,2393,P,⌫,26.74
P+S7,+,TW,95,26066.566,56.43,2.11,58.54,0.96,0.04,231,202,173,29,29,1950,1975,2393,R,menter␣celle-ci␣sur␣les␣e,26.74
P+S7,+,TW,95,26066.566,56.43,2.11,58.54,0.96,0.04,231,202,173,29,29,1975,1974,2393,P,⌫,26.74
P+S7,+,TW,95,26066.566,56.43,2.11,58.54,0.96,0.04,231,202,173,29,29,1974,1995,2393,R,zone␣non␣peuplé␣mais␣,26.74
P+S7,+,TW,96,26125.109,17.22,43.47,60.69,0.28,0.72,61,52,48,9,4,1995,1996,2436,R,d,0.4
P+S7,+,TW,96,26125.109,17.22,43.47,60.69,0.28,0.72,61,52,48,9,4,1996,1995,2436,P,⌫,0.4
P+S7,+,TW,96,26125.109,17.22,43.47,60.69,0.28,0.72,61,52,48,9,4,1995,1994,2436,ER,⌫,0.4
P+S7,+,TW,96,26125.109,17.22,43.47,60.69,0.28,0.72,61,52,48,9,4,1994,1993,2436,P,⌫,0.4
P+S7,+,TW,96,26125.109,17.22,43.47,60.69,0.28,0.72,61,52,48,9,4,1993,1992,2436,R,⌫,0.4
P+S7,+,TW,96,26125.109,17.22,43.47,60.69,0.28,0.72,61,52,48,9,4,1992,1991,2436,R,⌫,0.4
P+S7,+,TW,96,26125.109,17.22,43.47,60.69,0.28,0.72,61,52,48,9,4,1991,1990,2436,P,⌫,0.4
P+S7,+,TW,96,26125.109,17.22,43.47,60.69,0.28,0.72,61,52,48,9,4,1990,1993,2436,R,ama,0.4
P+S7,+,TW,96,26125.109,17.22,43.47,60.69,0.28,0.72,61,52,48,9,4,1993,1992,2436,R,⌫,0.4
P+S7,+,TW,96,26125.109,17.22,43.47,60.69,0.28,0.72,61,52,48,9,4,1992,1991,2436,R,⌫,0.4
P+S7,+,TW,96,26125.109,17.22,43.47,60.69,0.28,0.72,61,52,48,9,4,1991,1990,2436,P,⌫,0.4
P+S7,+,TW,96,26125.109,17.22,43.47,60.69,0.28,0.72,61,52,48,9,4,1990,2038,2436,R,mais␣dans␣ce␣cas␣la␣est-ce␣réellement␣bénéfique?,0.4
P+S9,+,TW,1,13176.909,9.8,2.52,12.32,0.8,0.2,23,23,23,0,0,0,10,23,P,Lamédecine,3.89
P+S9,+,TW,1,13176.909,9.8,2.52,12.32,0.8,0.2,23,23,23,0,0,2,3,23,P,␣,3.89
P+S9,+,TW,1,13176.909,9.8,2.52,12.32,0.8,0.2,23,23,23,0,0,11,23,23,P,␣alternative,3.89
P+S9,+,TW,2,13189.229,21.61,2.3,23.91,0.9,0.1,70,61,53,9,8,2,1,77,P,⌫,9.4
P+S9,+,TW,2,13189.229,21.61,2.3,23.91,0.9,0.1,70,61,53,9,8,23,24,77,P,⏎,9.4
P+S9,+,TW,2,13189.229,21.61,2.3,23.91,0.9,0.1,70,61,53,9,8,24,23,77,P,⌫,9.4
P+S9,+,TW,2,13189.229,21.61,2.3,23.91,0.9,0.1,70,61,53,9,8,23,63,77,P,Aujoud'hui␣nous␣parlerons␣de␣la␣medecin␣,9.4
P+S9,+,TW,2,13189.229,21.61,2.3,23.91,0.9,0.1,70,61,53,9,8,63,62,77,P,⌫,9.4
P+S9,+,TW,2,13189.229,21.61,2.3,23.91,0.9,0.1,70,61,53,9,8,62,61,77,P,⌫,9.4
P+S9,+,TW,2,13189.229,21.61,2.3,23.91,0.9,0.1,70,61,53,9,8,61,60,77,P,⌫,9.4
P+S9,+,TW,2,13189.229,21.61,2.3,23.91,0.9,0.1,70,61,53,9,8,60,59,77,P,⌫,9.4
P+S9,+,TW,2,13189.229,21.61,2.3,23.91,0.9,0.1,70,61,53,9,8,59,58,77,P,⌫,9.4
P+S9,+,TW,2,13189.229,21.61,2.3,23.91,0.9,0.1,70,61,53,9,8,58,57,77,P,⌫,9.4
P+S9,+,TW,2,13189.229,21.61,2.3,23.91,0.9,0.1,70,61,53,9,8,57,56,77,P,⌫,9.4
P+S9,+,TW,2,13189.229,21.61,2.3,23.91,0.9,0.1,70,61,53,9,8,56,77,77,P,édecina␣alternative.␣,9.4
P+S9,+,TW,3,13213.141,17.38,2.33,19.71,0.88,0.12,59,48,37,11,11,77,83,114,P,Q'estt,7.46
P+S9,+,TW,3,13213.141,17.38,2.33,19.71,0.88,0.12,59,48,37,11,11,83,82,114,P,⌫,7.46
P+S9,+,TW,3,13213.141,17.38,2.33,19.71,0.88,0.12,59,48,37,11,11,82,81,114,P,⌫,7.46
P+S9,+,TW,3,13213.141,17.38,2.33,19.71,0.88,0.12,59,48,37,11,11,81,80,114,P,⌫,7.46
P+S9,+,TW,3,13213.141,17.38,2.33,19.71,0.88,0.12,59,48,37,11,11,80,79,114,P,⌫,7.46
P+S9,+,TW,3,13213.141,17.38,2.33,19.71,0.88,0.12,59,48,37,11,11,79,78,114,P,⌫,7.46
P+S9,+,TW,3,13213.141,17.38,2.33,19.71,0.88,0.12,59,48,37,11,11,78,90,114,P,u'est␣que␣c',7.46
P+S9,+,TW,3,13213.141,17.38,2.33,19.71,0.88,0.12,59,48,37,11,11,90,89,114,P,⌫,7.46
P+S9,+,TW,3,13213.141,17.38,2.33,19.71,0.88,0.12,59,48,37,11,11,89,88,114,P,⌫,7.46
P+S9,+,TW,3,13213.141,17.38,2.33,19.71,0.88,0.12,59,48,37,11,11,88,90,114,P,la,7.46
P+S9,+,TW,3,13213.141,17.38,2.33,19.71,0.88,0.12,59,48,37,11,11,90,89,114,P,⌫,7.46
P+S9,+,TW,3,13213.141,17.38,2.33,19.71,0.88,0.12,59,48,37,11,11,89,88,114,P,⌫,7.46
P+S9,+,TW,3,13213.141,17.38,2.33,19.71,0.88,0.12,59,48,37,11,11,88,113,114,P,"""la␣médecine␣alternative?",7.46
P+S9,+,TW,3,13213.141,17.38,2.33,19.71,0.88,0.12,59,48,37,11,11,113,112,114,P,⌫,7.46
P+S9,+,TW,3,13213.141,17.38,2.33,19.71,0.88,0.12,59,48,37,11,11,112,114,114,P,""".",7.46
P+S9,+,TW,3,13213.141,17.38,2.33,19.71,0.88,0.12,59,48,37,11,11,114,113,114,P,⌫,7.46
P+S9,+,TW,3,13213.141,17.38,2.33,19.71,0.88,0.12,59,48,37,11,11,113,114,114,P,?,7.46
P+S9,+,TW,4,13232.852,0.14,2.74,2.88,0.05,0.95,1,1,1,0,0,114,115,115,P,␣,0.05
P+S9,+,TW,5,13235.724,26.65,4.57,31.22,0.85,0.15,126,116,106,10,10,115,137,223,P,Pour␣définir␣en␣quelqu,5.83
P+S9,+,TW,5,13235.724,26.65,4.57,31.22,0.85,0.15,126,116,106,10,10,137,136,223,P,⌫,5.83
P+S9,+,TW,5,13235.724,26.65,4.57,31.22,0.85,0.15,126,116,106,10,10,136,135,223,P,⌫,5.83
P+S9,+,TW,5,13235.724,26.65,4.57,31.22,0.85,0.15,126,116,106,10,10,135,168,223,P,ques␣mots␣la␣médecine␣altenative;,5.83
P+S9,+,TW,5,13235.724,26.65,4.57,31.22,0.85,0.15,126,116,106,10,10,168,167,223,P,⌫,5.83
P+S9,+,TW,5,13235.724,26.65,4.57,31.22,0.85,0.15,126,116,106,10,10,167,182,223,P,",␣on␣pourrait␣d",5.83
P+S9,+,TW,5,13235.724,26.65,4.57,31.22,0.85,0.15,126,116,106,10,10,182,181,223,P,⌫,5.83
P+S9,+,TW,5,13235.724,26.65,4.57,31.22,0.85,0.15,126,116,106,10,10,181,190,223,P,dire␣qu␣e,5.83
P+S9,+,TW,5,13235.724,26.65,4.57,31.22,0.85,0.15,126,116,106,10,10,190,189,223,P,⌫,5.83
P+S9,+,TW,5,13235.724,26.65,4.57,31.22,0.85,0.15,126,116,106,10,10,189,188,223,P,⌫,5.83
P+S9,+,TW,5,13235.724,26.65,4.57,31.22,0.85,0.15,126,116,106,10,10,188,187,223,P,⌫,5.83
P+S9,+,TW,5,13235.724,26.65,4.57,31.22,0.85,0.15,126,116,106,10,10,187,188,223,P,e,5.83
P+S9,+,TW,5,13235.724,26.65,4.57,31.22,0.85,0.15,126,116,106,10,10,188,187,223,P,⌫,5.83
P+S9,+,TW,5,13235.724,26.65,4.57,31.22,0.85,0.15,126,116,106,10,10,187,212,223,P,ue␣c'est␣la␣médecine␣trat,5.83
P+S9,+,TW,5,13235.724,26.65,4.57,31.22,0.85,0.15,126,116,106,10,10,212,211,223,P,⌫,5.83
P+S9,+,TW,5,13235.724,26.65,4.57,31.22,0.85,0.15,126,116,106,10,10,211,222,223,P,ditionelle.,5.83
P+S9,+,TW,5,13235.724,26.65,4.57,31.22,0.85,0.15,126,116,106,10,10,222,221,223,P,⌫,5.83
P+S9,+,TW,6,13266.94,20.91,11.4,32.31,0.65,0.35,94,78,62,16,16,221,240,283,ER,␣avec␣tout␣ce␣qui␣d,1.83
P+S9,+,TW,6,13266.94,20.91,11.4,32.31,0.65,0.35,94,78,62,16,16,240,239,283,P,⌫,1.83
P+S9,+,TW,6,13266.94,20.91,11.4,32.31,0.65,0.35,94,78,62,16,16,239,248,283,P,se␣rappta,1.83
P+S9,+,TW,6,13266.94,20.91,11.4,32.31,0.65,0.35,94,78,62,16,16,248,247,283,P,⌫,1.83
P+S9,+,TW,6,13266.94,20.91,11.4,32.31,0.65,0.35,94,78,62,16,16,247,246,283,P,⌫,1.83
P+S9,+,TW,6,13266.94,20.91,11.4,32.31,0.65,0.35,94,78,62,16,16,246,245,283,P,⌫,1.83
P+S9,+,TW,6,13266.94,20.91,11.4,32.31,0.65,0.35,94,78,62,16,16,245,244,283,P,⌫,1.83
P+S9,+,TW,6,13266.94,20.91,11.4,32.31,0.65,0.35,94,78,62,16,16,244,250,283,P,ttavhe,1.83
P+S9,+,TW,6,13266.94,20.91,11.4,32.31,0.65,0.35,94,78,62,16,16,250,249,283,P,⌫,1.83
P+S9,+,TW,6,13266.94,20.91,11.4,32.31,0.65,0.35,94,78,62,16,16,249,248,283,P,⌫,1.83
P+S9,+,TW,6,13266.94,20.91,11.4,32.31,0.65,0.35,94,78,62,16,16,248,247,283,P,⌫,1.83
P+S9,+,TW,6,13266.94,20.91,11.4,32.31,0.65,0.35,94,78,62,16,16,247,250,283,P,vhe,1.83
P+S9,+,TW,6,13266.94,20.91,11.4,32.31,0.65,0.35,94,78,62,16,16,250,249,283,P,⌫,1.83
P+S9,+,TW,6,13266.94,20.91,11.4,32.31,0.65,0.35,94,78,62,16,16,249,248,283,P,⌫,1.83
P+S9,+,TW,6,13266.94,20.91,11.4,32.31,0.65,0.35,94,78,62,16,16,248,247,283,P,⌫,1.83
P+S9,+,TW,6,13266.94,20.91,11.4,32.31,0.65,0.35,94,78,62,16,16,247,249,283,P,vh,1.83
P+S9,+,TW,6,13266.94,20.91,11.4,32.31,0.65,0.35,94,78,62,16,16,249,248,283,P,⌫,1.83
P+S9,+,TW,6,13266.94,20.91,11.4,32.31,0.65,0.35,94,78,62,16,16,248,247,283,P,⌫,1.83
P+S9,+,TW,6,13266.94,20.91,11.4,32.31,0.65,0.35,94,78,62,16,16,247,266,283,P,che␣aux␣traditions␣,1.83
P+S9,+,TW,6,13266.94,20.91,11.4,32.31,0.65,0.35,94,78,62,16,16,266,265,283,P,⌫,1.83
P+S9,+,TW,6,13266.94,20.91,11.4,32.31,0.65,0.35,94,78,62,16,16,265,267,283,P,..,1.83
P+S9,+,TW,6,13266.94,20.91,11.4,32.31,0.65,0.35,94,78,62,16,16,267,266,283,P,⌫,1.83
